Year,Sex,Race,Ideology,Political,Prestige,Sprestige,Mprestige,Dprestige,Socpos,Happymar,Happy,Opinion of family income
2010,Female,White,Liberal,"Ind,near dem",61,48,80,39,3,Very happy,Very happy,Average
2010,Female,Other,Liberal,Independent,37,33,0,35,10,Pretty happy,Very happy,Average
2010,Female,White,Moderate,Independent,46,61,32,36,4,Pretty happy,Pretty happy,Average
2010,Female,White,Conservative,Strong republican,61,31,0,43,4,Very happy,Very happy,Average
2010,Male,White,Conservative,Strong republican,50,53,35,45,3,Very happy,Not too happy,Below average
2010,Female,White,Liberal,Strong democrat,50,60,64,0,3,Very happy,Very happy,Far above average
2010,Male,White,Slghtly conservative,Strong republican,48,42,0,53,3,Very happy,Pretty happy,Above average
2010,Male,White,Conservative,Strong democrat,47,48,0,45,3,Very happy,Very happy,Average
2010,Male,White,Moderate,"Ind,near rep",38,0,47,62,7,Pretty happy,Pretty happy,Below average
2010,Male,Other,Slghtly conservative,"Ind,near rep",51,63,74,74,3,Pretty happy,Not too happy,Above average
2010,Male,White,Conservative,Strong republican,59,38,47,63,5,Very happy,Pretty happy,Above average
2010,Male,White,Moderate,"Ind,near dem",80,80,45,46,3,Very happy,Pretty happy,Far above average
2010,Male,White,Moderate,Other party,45,39,53,50,3,Very happy,Pretty happy,Above average
2010,Female,White,Liberal,Strong democrat,52,35,31,25,5,Very happy,Very happy,Above average
2010,Male,White,Moderate,"Ind,near dem",24,51,28,49,6,Very happy,Not too happy,Below average
2010,Male,White,Conservative,Not str democrat,50,0,0,26,3,Very happy,Pretty happy,Average
2010,Female,White,Slghtly conservative,Not str democrat,47,35,25,0,5,Very happy,Pretty happy,Average
2010,Male,White,Moderate,"Ind,near dem",44,46,0,42,6,Pretty happy,Pretty happy,Above average
2010,Male,White,Moderate,"Ind,near rep",53,0,32,38,5,Very happy,Very happy,Average
2010,Female,White,Moderate,Strong democrat,28,31,35,46,6,Pretty happy,Pretty happy,Average
2010,Female,White,Slghtly conservative,Not str republican,64,64,0,46,5,Very happy,Very happy,Above average
2010,Female,Other,Moderate,Not str democrat,32,37,32,0,8,Very happy,Pretty happy,Below average
2010,Female,Black,Liberal,Strong democrat,47,47,45,72,6,Pretty happy,Not too happy,Average
2010,Male,White,Moderate,Not str republican,53,53,38,38,5,Very happy,Pretty happy,Above average
2010,Female,White,Moderate,Not str democrat,28,35,0,35,9,Very happy,Very happy,Far below average
2010,Male,White,Conservative,Strong republican,38,40,25,40,6,Pretty happy,Pretty happy,Average
2010,Female,White,Slightly liberal,Strong republican,33,31,0,0,5,Pretty happy,Pretty happy,Above average
2010,Female,Black,Slightly liberal,Not str democrat,21,26,35,38,5,Very happy,Very happy,Below average
2010,Male,White,Slghtly conservative,"Ind,near rep",53,61,55,45,4,Very happy,Pretty happy,Average
2010,Male,White,Moderate,"Ind,near dem",69,53,0,53,2,Pretty happy,Very happy,Average
2010,Female,White,Slghtly conservative,"Ind,near rep",47,56,0,39,2,Pretty happy,Pretty happy,Above average
2010,Female,White,Slightly liberal,"Ind,near dem",47,46,47,38,5,Very happy,Very happy,Average
2010,Male,White,Conservative,Strong republican,47,49,54,0,4,Pretty happy,Pretty happy,Far below average
2010,Female,White,Liberal,Not str democrat,62,73,47,38,4,Pretty happy,Pretty happy,Above average
2010,Male,White,Moderate,Independent,48,72,47,49,3,Very happy,Pretty happy,Above average
2010,Male,White,Slightly liberal,"Ind,near rep",27,28,0,42,5,Pretty happy,Pretty happy,Below average
2010,Male,Other,Moderate,Other party,64,53,48,44,10,Pretty happy,Pretty happy,Average
2010,Male,White,Conservative,"Ind,near rep",64,59,0,39,3,Pretty happy,Pretty happy,Above average
2010,Female,White,Moderate,Independent,39,46,47,46,5,Very happy,Very happy,Average
2010,Female,White,Conservative,Strong republican,45,38,64,32,5,Very happy,Very happy,Above average
2010,Male,White,Moderate,Not str republican,63,64,48,70,3,Pretty happy,Pretty happy,Average
2010,Male,White,Liberal,Not str democrat,74,46,21,72,3,Very happy,Very happy,Above average
2010,Female,Other,Slightly liberal,Independent,33,35,0,32,2,Very happy,Very happy,Average
2010,Female,White,Moderate,"Ind,near rep",32,59,0,70,5,Very happy,Very happy,Average
2010,Female,Black,Moderate,"Ind,near rep",0,31,52,0,3,Very happy,Pretty happy,Average
2010,Male,White,Moderate,"Ind,near rep",53,55,26,0,5,Pretty happy,Pretty happy,Average
2010,Male,White,Moderate,"Ind,near rep",60,61,47,59,6,Very happy,Pretty happy,Average
2010,Female,White,Moderate,Not str republican,24,36,36,44,5,Very happy,Pretty happy,Average
2010,Male,White,Slightly liberal,Independent,35,39,0,51,8,Very happy,Pretty happy,Below average
2010,Male,White,Moderate,Not str republican,43,52,35,70,3,Very happy,Very happy,Average
2010,Female,White,Moderate,"Ind,near rep",38,35,47,46,7,Pretty happy,Pretty happy,Below average
2010,Female,White,Moderate,Independent,35,49,0,36,5,Pretty happy,Pretty happy,Average
2010,Female,White,Slghtly conservative,Not str democrat,18,63,0,72,7,Very happy,Pretty happy,Below average
2010,Female,White,Conservative,Strong republican,29,49,24,28,5,Very happy,Pretty happy,Average
2010,Female,White,Slghtly conservative,Not str republican,74,74,65,74,7,Very happy,Pretty happy,Average
2010,Female,White,Moderate,Independent,72,46,64,70,2,Pretty happy,Pretty happy,Far above average
2010,Male,White,Liberal,"Ind,near dem",74,0,0,38,5,Pretty happy,Pretty happy,Below average
2010,Female,White,Conservative,Not str democrat,64,28,0,38,5,Not too happy,Pretty happy,Below average
2010,Male,White,Conservative,Strong republican,38,0,0,46,4,Very happy,Pretty happy,Above average
2010,Male,White,Conservative,Strong republican,70,31,47,0,4,Not too happy,Not too happy,Below average
2010,Male,White,Conservative,Not str republican,46,0,0,46,5,Very happy,Pretty happy,Average
2010,Female,White,Moderate,Not str democrat,31,49,0,0,6,Very happy,Not too happy,Below average
2010,Male,White,Slghtly conservative,Not str republican,66,66,47,65,4,Very happy,Very happy,Below average
2010,Female,White,Conservative,"Ind,near rep",48,55,24,63,4,Pretty happy,Pretty happy,Average
2010,Male,White,Moderate,Not str republican,48,35,0,38,4,Very happy,Pretty happy,Average
2010,Male,White,Moderate,Independent,38,32,0,34,4,Very happy,Very happy,Average
2010,Female,White,Moderate,Not str republican,39,27,48,62,5,Pretty happy,Pretty happy,Average
2010,Female,White,Moderate,Independent,45,47,0,42,6,Very happy,Very happy,Below average
2010,Male,White,Conservative,Other party,46,44,47,0,5,Very happy,Pretty happy,Average
2010,Female,White,Liberal,Strong democrat,40,31,0,34,5,Very happy,Very happy,Average
2010,Male,White,Moderate,"Ind,near rep",26,27,0,26,7,Very happy,Not too happy,Below average
2010,Male,White,Slightly liberal,Not str republican,38,22,0,50,5,Very happy,Very happy,Average
2010,Male,White,Moderate,Independent,30,0,0,39,7,Very happy,Pretty happy,Far below average
2010,Male,White,Slightly liberal,Independent,35,48,39,39,7,Very happy,Pretty happy,Below average
2010,Male,White,Moderate,Independent,66,48,31,45,2,Very happy,Pretty happy,Above average
2010,Male,White,Liberal,Strong democrat,66,72,45,0,5,Very happy,Very happy,Average
2010,Female,White,Conservative,Strong republican,61,47,31,24,5,Very happy,Pretty happy,Average
2010,Male,White,Moderate,Not str republican,50,55,0,35,4,Pretty happy,Pretty happy,Average
2010,Male,White,Slghtly conservative,Not str republican,24,46,33,0,2,Very happy,Very happy,Average
2010,Male,White,Slightly liberal,Independent,32,24,32,0,5,Pretty happy,Pretty happy,Below average
2010,Female,White,Slghtly conservative,Not str republican,61,35,64,35,5,Very happy,Pretty happy,Average
2010,Female,White,Slightly liberal,"Ind,near dem",28,24,16,35,5,Very happy,Not too happy,Far below average
2010,Male,White,Slightly liberal,"Ind,near dem",69,61,0,46,10,Very happy,Very happy,Far above average
2010,Female,White,Slghtly conservative,Strong republican,39,39,48,0,3,Very happy,Very happy,Above average
2010,Male,White,Moderate,"Ind,near rep",60,48,0,41,4,Not too happy,Not too happy,Average
2010,Female,White,Conservative,"Ind,near rep",35,53,45,46,5,Pretty happy,Pretty happy,Above average
2010,Male,White,Slightly liberal,"Ind,near rep",45,47,0,45,3,Very happy,Pretty happy,Average
2010,Female,White,Conservative,Strong republican,31,48,0,64,5,Very happy,Very happy,Average
2010,Female,White,Liberal,Strong democrat,61,64,31,70,3,Very happy,Very happy,Average
2010,Male,White,Extremely liberal,Strong democrat,74,55,0,46,3,Pretty happy,Pretty happy,Above average
2010,Male,White,Moderate,Independent,38,46,38,32,5,Very happy,Pretty happy,Average
2010,Male,White,Moderate,Independent,35,33,0,31,5,Pretty happy,Pretty happy,Average
2010,Male,White,Slghtly conservative,Not str republican,53,54,40,46,5,Very happy,Pretty happy,Average
2010,Female,White,Moderate,Other party,48,32,64,0,3,Pretty happy,Not too happy,Below average
2010,Male,White,Moderate,Independent,33,31,25,46,4,Pretty happy,Pretty happy,Below average
2010,Female,White,Moderate,Independent,46,42,35,35,5,Pretty happy,Pretty happy,Average
2010,Male,White,Moderate,Strong republican,50,36,47,47,7,Very happy,Pretty happy,Average
2010,Female,White,Slightly liberal,"Ind,near dem",64,50,0,38,4,Very happy,Pretty happy,Above average
2010,Female,White,Conservative,Strong republican,72,44,28,47,3,Very happy,Very happy,Above average
2010,Male,White,Slghtly conservative,"Ind,near rep",70,63,0,47,4,Very happy,Pretty happy,Above average
2010,Female,White,Conservative,Not str republican,47,53,35,0,2,Very happy,Pretty happy,Average
2010,Female,White,Conservative,Strong republican,17,50,0,46,2,Very happy,Very happy,Far above average
2010,Male,White,Extrmly conservative,Strong republican,69,48,32,40,4,Very happy,Very happy,Below average
2010,Female,White,Moderate,Independent,24,24,0,24,1,Pretty happy,Pretty happy,Far below average
2010,Female,White,Conservative,Independent,48,61,0,0,1,Very happy,Pretty happy,Far below average
2010,Female,White,Conservative,Independent,0,0,28,0,5,Very happy,Very happy,Average
2010,Female,White,Slightly liberal,"Ind,near dem",45,36,48,47,4,Very happy,Pretty happy,Average
2010,Male,White,Conservative,Strong republican,59,45,0,60,3,Pretty happy,Not too happy,Average
2010,Female,White,Moderate,Independent,61,37,53,39,4,Very happy,Pretty happy,Average
2010,Male,White,Moderate,"Ind,near rep",24,28,24,0,3,Very happy,Very happy,Average
2010,Female,White,Conservative,Not str republican,61,53,40,59,4,Very happy,Pretty happy,Average
2010,Female,White,Moderate,Independent,16,60,0,35,5,Very happy,Pretty happy,Average
2010,Female,White,Moderate,Not str democrat,48,38,32,57,4,Not too happy,Pretty happy,Above average
2010,Male,White,Slightly liberal,"Ind,near dem",69,51,64,65,10,Very happy,Pretty happy,Far above average
2010,Male,Black,Slghtly conservative,Strong republican,63,57,61,64,3,Very happy,Pretty happy,Above average
2010,Female,White,Slghtly conservative,Strong republican,64,49,0,46,3,Very happy,Very happy,Average
2010,Female,White,Slightly liberal,Strong democrat,64,0,66,66,5,Very happy,Pretty happy,Average
2010,Male,Black,Conservative,Strong democrat,25,0,60,28,10,Very happy,Very happy,Average
2010,Female,White,Slightly liberal,"Ind,near dem",47,25,32,34,6,Pretty happy,Pretty happy,Above average
2010,Female,Black,Moderate,Independent,47,24,25,0,5,Very happy,Very happy,Average
2010,Male,White,Moderate,Not str democrat,33,31,40,0,5,Not too happy,Not too happy,Far above average
2010,Female,White,Conservative,Not str republican,55,61,38,49,5,Very happy,Pretty happy,Average
2010,Male,White,Moderate,Not str republican,49,61,45,46,5,Very happy,Very happy,Above average
2010,Male,White,Slghtly conservative,"Ind,near rep",72,47,0,0,5,Pretty happy,Pretty happy,Far above average
2010,Male,White,Slghtly conservative,Not str republican,35,57,0,50,5,Very happy,Pretty happy,Above average
2010,Male,White,Conservative,"Ind,near rep",35,24,0,39,6,Pretty happy,Pretty happy,Average
2010,Male,White,Extrmly conservative,Other party,60,47,48,66,3,Very happy,Very happy,Far above average
2010,Male,White,Slghtly conservative,"Ind,near rep",45,61,31,35,10,Very happy,Very happy,Above average
2010,Male,White,Moderate,Independent,53,32,31,42,3,Pretty happy,Pretty happy,Below average
2010,Female,White,Extrmly conservative,Not str republican,25,32,22,38,5,Pretty happy,Pretty happy,Average
2010,Male,White,Conservative,Strong republican,31,51,56,46,4,Very happy,Pretty happy,Average
2010,Male,White,Moderate,"Ind,near rep",53,53,0,35,5,Pretty happy,Pretty happy,Above average
2010,Male,White,Slghtly conservative,Independent,39,30,60,0,5,Pretty happy,Pretty happy,Above average
2010,Female,Black,Moderate,"Ind,near dem",61,32,0,41,5,Very happy,Very happy,Average
2010,Female,White,Conservative,Not str republican,31,42,0,53,2,Very happy,Pretty happy,Above average
2010,Female,White,Moderate,Independent,32,35,25,35,5,Very happy,Pretty happy,Average
2010,Male,White,Liberal,Strong democrat,39,74,61,58,3,Very happy,Pretty happy,Far above average
2010,Male,Black,Moderate,"Ind,near dem",35,55,0,46,3,Pretty happy,Pretty happy,Average
2010,Female,Black,Moderate,Not str democrat,56,35,49,0,6,Very happy,Very happy,Above average
2010,Female,Black,Moderate,Independent,35,26,0,38,3,Pretty happy,Pretty happy,Below average
2010,Female,White,Moderate,Independent,39,53,45,40,5,Pretty happy,Pretty happy,Average
2010,Male,White,Conservative,Not str republican,74,64,61,66,5,Very happy,Pretty happy,Below average
2010,Female,White,Slghtly conservative,"Ind,near rep",59,71,31,73,2,Very happy,Very happy,Above average
2010,Male,White,Extrmly conservative,Strong republican,63,64,31,47,5,Very happy,Very happy,Above average
2010,Female,White,Conservative,Not str republican,31,72,47,47,5,Very happy,Very happy,Average
2010,Female,White,Slghtly conservative,"Ind,near rep",31,60,0,72,4,Very happy,Very happy,Average
2010,Female,White,Extrmly conservative,Strong republican,38,45,0,40,5,Very happy,Pretty happy,Average
2010,Male,White,Slghtly conservative,Not str republican,34,21,31,24,5,Very happy,Pretty happy,Above average
2010,Female,White,Moderate,Not str republican,65,62,53,18,5,Very happy,Very happy,Above average
2010,Male,White,Conservative,Not str republican,47,33,35,42,5,Pretty happy,Pretty happy,Average
2010,Male,White,Moderate,Not str republican,55,48,0,70,5,Very happy,Pretty happy,Average
2010,Male,White,Moderate,"Ind,near rep",60,51,61,39,3,Very happy,Very happy,Average
2010,Female,White,Extrmly conservative,Strong republican,38,65,64,67,5,Pretty happy,Pretty happy,Average
2010,Male,White,Liberal,"Ind,near dem",50,27,0,31,4,Pretty happy,Very happy,Below average
2010,Male,White,Slghtly conservative,Not str republican,35,54,37,58,6,Very happy,Pretty happy,Below average
2010,Female,White,Liberal,Strong democrat,53,80,44,74,4,Pretty happy,Pretty happy,Above average
2010,Female,White,Slightly liberal,Not str democrat,48,31,54,0,5,Pretty happy,Very happy,Average
2010,Male,White,Conservative,"Ind,near rep",37,45,33,73,4,Pretty happy,Pretty happy,Above average
2010,Female,Black,Slightly liberal,Strong democrat,0,0,0,0,10,Very happy,Very happy,Above average
2010,Male,White,Extremely liberal,Strong democrat,69,74,38,38,5,Very happy,Very happy,Far below average
2010,Female,White,Moderate,Not str democrat,61,49,45,45,5,Very happy,Very happy,Average
2010,Female,White,Moderate,Not str democrat,48,41,47,50,5,Very happy,Very happy,Above average
2010,Male,White,Conservative,Not str republican,50,38,61,43,3,Very happy,Very happy,Average
2010,Female,White,Slightly liberal,"Ind,near dem",38,35,0,45,4,Very happy,Pretty happy,Below average
2010,Female,White,Slightly liberal,Other party,47,54,61,0,7,Pretty happy,Pretty happy,Below average
2010,Male,White,Slghtly conservative,Not str republican,25,35,0,60,5,Pretty happy,Pretty happy,Below average
2010,Male,Other,Moderate,Not str democrat,61,61,31,70,5,Very happy,Pretty happy,Average
2010,Male,White,Conservative,Strong republican,45,80,47,39,3,Pretty happy,Pretty happy,Below average
2010,Female,White,Slghtly conservative,Not str democrat,25,50,0,39,8,Very happy,Very happy,Far below average
